year,event,session,driver,driver_number,team,stint,compound,n_laps,stint_start_lap,stint_end_lap,tyre_age_start,tyre_age_end,pred_wear_s_per_lap,practice_wear_s_per_lap,loeo_wear_s_per_lap,field_wear_s_per_lap,live_wear_s_per_lap,actual_wear_s_per_lap,actual_wear_full_s_per_lap,wear_error,pred_plus_5_s,pred_plus_10_s,pred_plus_15_s,cliff_tyre_lap,recommended_pit_lap,actual_pit_lap,prior_source,notes
2026,Silverstone,R,BOR,5,Audi,2.0,HARD,18,28.0,46.0,2.0,20.0,0.08493841888811693,-0.009626486297381252,0.05435131488989194,0.033357709300836064,0.18809983806267863,-0.03472920265848559,0.0700130014365644,0.11966762154660252,0.42469209444058464,0.8493841888811693,1.274076283321754,11.8,,47.0,live_field_lodo,practice slope negative; no pit call from wear
2026,Silverstone,R,BOR,5,Audi,3.0,SOFT,3,49.0,52.0,2.0,5.0,0.0,0.2072028946700047,-0.011434231363583942,-0.08898961731221663,,,,,0.0,0.0,0.0,,,,field_lodo,no pit call from wear
2026,Silverstone,R,BOT,77,Cadillac,1.0,MEDIUM,27,2.0,29.0,2.0,29.0,0.005665067908745692,0.6257266201412092,0.03710499921158832,0.008497601863118537,-0.0746532488449782,-0.12704645914796792,-0.010750881780895682,0.1327115270567136,0.02832533954372846,0.05665067908745692,0.08497601863118538,,,30.0,live_field_lodo,no pit call from wear
2026,Silverstone,R,BOT,77,Cadillac,2.0,HARD,13,31.0,45.0,2.0,16.0,0.01514950881987178,-0.009626486297381252,0.05435131488989194,0.022724263229807667,-0.20224288939430493,0.48631711265941446,0.024845364845929113,-0.4711676038395427,0.07574754409935891,0.15149508819871782,0.2272426322980767,,,46.0,live_field_lodo,practice slope negative; no pit call from wear
2026,Silverstone,R,BOT,77,Cadillac,3.0,SOFT,4,48.0,52.0,2.0,6.0,0.0,0.2072028946700047,-0.011434231363583942,-0.021383656701957753,,,,,0.0,0.0,0.0,,,,field_lodo,no pit call from wear
2026,Silverstone,R,COL,43,Alpine,1.0,MEDIUM,21,2.0,22.0,2.0,22.0,0.0,0.6257266201412092,0.03710499921158832,-0.011598798603076952,-0.14633946573541662,-0.2496974923028572,0.1394548980547886,0.2496974923028572,0.0,0.0,0.0,,,23.0,live_field_lodo,no pit call from wear
2026,Silverstone,R,COL,43,Alpine,2.0,HARD,22,24.0,46.0,2.0,24.0,0.016539995017294463,-0.009626486297381252,0.05435131488989194,0.02480999252594169,-0.0971906163614292,0.015456389565217032,-0.0074043171316314,0.0010836054520774307,0.08269997508647231,0.16539995017294462,0.24809992525941693,,,47.0,live_field_lodo,practice slope negative; no pit call from wear
2026,Silverstone,R,COL,43,Alpine,3.0,SOFT,2,49.0,50.0,2.0,3.0,0.0,0.2072028946700047,-0.011434231363583942,-0.04505327469054503,,,,,0.0,0.0,0.0,,,,field_lodo,no pit call from wear
2026,Silverstone,R,GAS,10,Alpine,1.0,MEDIUM,21,2.0,23.0,2.0,23.0,0.1947204247224417,0.6257266201412092,0.03710499921158832,-0.004884714005231392,0.5841612741673251,0.01665930416023793,0.10626579916478197,0.17806112056220377,0.9736021236122084,1.9472042472244169,2.920806370836625,5.1,,24.0,live_field_lodo,no pit call from wear
2026,Silverstone,R,GAS,10,Alpine,2.0,HARD,21,25.0,46.0,2.0,23.0,0.10477126099206921,-0.009626486297381252,0.05435131488989194,0.026449880192394245,0.26141402259141916,0.04178358420858467,0.09117601908607675,0.06298767678348455,0.5238563049603461,1.0477126099206922,1.5715689148810381,9.5,,47.0,live_field_lodo,practice slope negative; no pit call from wear
2026,Silverstone,R,GAS,10,Alpine,3.0,SOFT,2,49.0,50.0,1.0,2.0,0.0,0.2072028946700047,-0.011434231363583942,-0.021878409320163543,,,,,0.0,0.0,0.0,,,,field_lodo,no pit call from wear
2026,Silverstone,R,HAD,6,Red Bull Racing,1.0,MEDIUM,19,1.0,19.0,1.0,19.0,0.0738072584905969,0.6257266201412092,0.03710499921158832,-0.002199620263284736,0.2214217754717907,0.15242849965087688,0.3740431487218689,-0.07862124116027998,0.36903629245298447,0.7380725849059689,1.1071088773589535,13.5,,20.0,live_field_lodo,no pit call from wear
2026,Silverstone,R,HAD,6,Red Bull Racing,2.0,HARD,16,21.0,37.0,2.0,18.0,0.1571399146092039,-0.009626486297381252,0.05435131488989194,0.02658660396313515,0.4182465359013414,-0.002751068545317456,0.04626886286645899,0.15989098315452135,0.7856995730460195,1.571399146092039,2.3570987191380586,6.4,,38.0,live_field_lodo,practice slope negative; no pit call from wear
2026,Silverstone,R,HAD,6,Red Bull Racing,3.0,MEDIUM,8,40.0,47.0,2.0,9.0,0.0,0.6257266201412092,0.03710499921158832,-0.002199620263284736,,-0.8502021358397562,-0.8502021358397562,0.8502021358397562,0.0,0.0,0.0,,,48.0,field_lodo,no pit call from wear
2026,Silverstone,R,HAD,6,Red Bull Racing,4.0,SOFT,3,49.0,52.0,5.0,8.0,0.0,0.2072028946700047,-0.011434231363583942,-0.076848551139489,,,,,0.0,0.0,0.0,,,,field_lodo,no pit call from wear
